*{"timestamp": "08:00:00", "x": 127.37, "y": 600.84}
*{"timestamp": "08:01:00", "x": 127.28, "y": 600.49}
*{"timestamp": "08:02:00", "x": 127.18, "y": 600.14}
*{"timestamp": "08:03:00", "x": 127.08, "y": 599.79}
*{"timestamp": "08:04:00", "x": 126.99, "y": 599.44}
*{"timestamp": "08:05:00", "x": 126.88, "y": 599.06}
*{"timestamp": "08:06:00", "x": 126.78, "y": 598.67}
*{"timestamp": "08:07:00", "x": 126.67, "y": 598.29}
*{"timestamp": "08:08:00", "x": 126.57, "y": 597.90}
*{"timestamp": "08:09:00", "x": 126.46, "y": 597.51}
*{"timestamp": "08:10:00", "x": 126.36, "y": 597.12}
*{"timestamp": "08:11:00", "x": 126.25, "y": 596.73}
*{"timestamp": "08:12:00", "x": 126.14, "y": 596.34}
*{"timestamp": "08:13:00", "x": 126.03, "y": 595.94}
*{"timestamp": "08:14:00", "x": 125.92, "y": 595.54}
*{"timestamp": "08:15:00", "x": 125.81, "y": 595.14}
*{"timestamp": "08:16:00", "x": 125.71, "y": 594.76}
*{"timestamp": "08:17:00", "x": 125.60, "y": 594.37}
*{"timestamp": "08:18:00", "x": 125.49, "y": 593.98}
*{"timestamp": "08:19:00", "x": 125.39, "y": 593.59}
*{"timestamp": "08:20:00", "x": 125.28, "y": 593.21}
*{"timestamp": "08:21:00", "x": 125.18, "y": 592.82}
*{"timestamp": "08:22:00", "x": 125.07, "y": 592.44}
*{"timestamp": "08:23:00", "x": 124.96, "y": 592.05}
*{"timestamp": "08:24:00", "x": 124.86, "y": 591.66}
*{"timestamp": "08:25:00", "x": 124.75, "y": 591.26}
*{"timestamp": "08:26:00", "x": 124.64, "y": 590.86}
*{"timestamp": "08:27:00", "x": 124.53, "y": 590.46}
*{"timestamp": "08:28:00", "x": 124.42, "y": 590.06}
*{"timestamp": "08:29:00", "x": 124.31, "y": 589.66}
*{"timestamp": "08:30:00", "x": 124.20, "y": 589.25}
*{"timestamp": "08:31:00", "x": 124.08, "y": 588.85}
*{"timestamp": "08:32:00", "x": 123.97, "y": 588.44}
*{"timestamp": "08:33:00", "x": 123.86, "y": 588.03}
*{"timestamp": "08:34:00", "x": 123.75, "y": 587.61}
*{"timestamp": "08:35:00", "x": 123.63, "y": 587.20}
*{"timestamp": "08:36:00", "x": 123.52, "y": 586.79}
*{"timestamp": "08:37:00", "x": 123.40, "y": 586.37}
*{"timestamp": "08:38:00", "x": 123.29, "y": 585.95}
*{"timestamp": "08:39:00", "x": 123.17, "y": 585.53}
*{"timestamp": "08:40:00", "x": 123.06, "y": 585.11}
*{"timestamp": "08:41:00", "x": 122.94, "y": 584.69}
*{"timestamp": "08:42:00", "x": 122.82, "y": 584.26}
*{"timestamp": "08:43:00", "x": 122.71, "y": 583.83}
*{"timestamp": "08:44:00", "x": 122.59, "y": 583.40}
*{"timestamp": "08:45:00", "x": 122.47, "y": 582.97}
*{"timestamp": "08:46:00", "x": 122.35, "y": 582.54}
*{"timestamp": "08:47:00", "x": 122.24, "y": 582.13}
*{"timestamp": "08:48:00", "x": 122.12, "y": 581.72}
*{"timestamp": "08:49:00", "x": 122.01, "y": 581.31}
*{"timestamp": "08:50:00", "x": 121.90, "y": 580.89}
*{"timestamp": "08:51:00", "x": 121.78, "y": 580.48}
*{"timestamp": "08:52:00", "x": 121.66, "y": 580.06}
*{"timestamp": "08:53:00", "x": 121.55, "y": 579.64}
*{"timestamp": "08:54:00", "x": 121.43, "y": 579.21}
*{"timestamp": "08:55:00", "x": 121.31, "y": 578.76}
*{"timestamp": "08:56:00", "x": 121.18, "y": 578.30}
*{"timestamp": "08:57:00", "x": 121.05, "y": 577.84}
*{"timestamp": "08:58:00", "x": 120.92, "y": 577.37}
*{"timestamp": "08:59:00", "x": 120.79, "y": 576.91}
*{"timestamp": "09:00:00", "x": 120.37, "y": 575.23}
*{"timestamp": "09:01:00", "x": 120.23, "y": 574.74}
*{"timestamp": "09:02:00", "x": 120.10, "y": 574.26}
*{"timestamp": "09:03:00", "x": 119.96, "y": 573.77}
*{"timestamp": "09:04:00", "x": 119.83, "y": 573.29}
*{"timestamp": "09:05:00", "x": 119.69, "y": 572.79}
*{"timestamp": "09:06:00", "x": 119.56, "y": 572.30}
*{"timestamp": "09:07:00", "x": 119.42, "y": 571.81}
*{"timestamp": "09:08:00", "x": 119.28, "y": 571.32}
*{"timestamp": "09:09:00", "x": 119.15, "y": 570.83}
*{"timestamp": "09:10:00", "x": 119.01, "y": 570.34}
*{"timestamp": "09:11:00", "x": 118.87, "y": 569.85}
*{"timestamp": "09:12:00", "x": 118.74, "y": 569.35}
*{"timestamp": "09:13:00", "x": 118.60, "y": 568.86}
*{"timestamp": "09:14:00", "x": 118.46, "y": 568.36}
*{"timestamp": "09:15:00", "x": 118.32, "y": 567.86}
*{"timestamp": "09:16:00", "x": 118.18, "y": 567.36}
*{"timestamp": "09:17:00", "x": 118.04, "y": 566.87}
*{"timestamp": "09:18:00", "x": 117.93, "y": 566.48}
*{"timestamp": "09:19:00", "x": 117.82, "y": 566.08}
*{"timestamp": "09:20:00", "x": 117.71, "y": 565.68}
*{"timestamp": "09:21:00", "x": 117.59, "y": 565.27}
*{"timestamp": "09:22:00", "x": 117.48, "y": 564.87}
*{"timestamp": "09:23:00", "x": 117.37, "y": 564.47}
*{"timestamp": "09:24:00", "x": 117.25, "y": 564.07}
*{"timestamp": "09:25:00", "x": 117.14, "y": 563.66}
*{"timestamp": "09:26:00", "x": 117.02, "y": 563.24}
*{"timestamp": "09:27:00", "x": 116.91, "y": 562.83}
*{"timestamp": "09:28:00", "x": 116.79, "y": 562.41}
*{"timestamp": "09:29:00", "x": 116.67, "y": 561.99}
*{"timestamp": "09:30:00", "x": 116.54, "y": 561.51}
*{"timestamp": "09:31:00", "x": 116.40, "y": 561.03}
*{"timestamp": "09:32:00", "x": 116.27, "y": 560.54}
*{"timestamp": "09:33:00", "x": 116.13, "y": 560.05}
*{"timestamp": "09:34:00", "x": 116.00, "y": 559.56}
*{"timestamp": "09:35:00", "x": 115.86, "y": 559.06}
*{"timestamp": "09:36:00", "x": 115.72, "y": 558.56}
*{"timestamp": "09:37:00", "x": 115.58, "y": 558.05}
*{"timestamp": "09:38:00", "x": 115.44, "y": 557.53}
